"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Chapel Hill ISD (225906)",63
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Daingerfield-Lone Star ISD (172902)",8
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Dekalb ISD (019901)",-9999999
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Harts Bluff ISD (225907)",168
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Hughes Springs ISD (034903)",-9999999
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Mount Vernon ISD (080901)",16
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Pewitt CISD (172905)",11
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Pittsburg ISD (032902)",23
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Rivercrest ISD (194903)",15
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Winfield ISD (225905)",49
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",100,"Winnsboro ISD (250907)",-9999999
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",200,"","."
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",200,"Total Transfers In",359
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",100,"Transfers In From",300,"","."
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Chapel Hill ISD (225906)",157
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Daingerfield-Lone Star ISD (172902)",-9999999
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Grand Saline ISD (234904)",-9999999
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Greenville ISD (116905)",14
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Harts Bluff ISD (225907)",80
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Hughes Springs ISD (034903)",-9999999
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Longview ISD (092903)",-9999999
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Mount Vernon ISD (080901)",14
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Pewitt CISD (172905)",18
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Pittsburg ISD (032902)",6
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Prairiland ISD (139912)",-9999999
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Rivercrest ISD (194903)",18
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",9
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",100,"Winfield ISD (225905)",-9999999
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",200,"","."
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",200,"Total Transfers Out",329
"2011-12",08,"Region VIII Mt Pleasant","Mount Pleasant ISD (225902)",200,"Transfers Out To",300,"","."

