"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",100,"Transfers In From",100,"Kirbyville CISD (121905)",-9999999
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",100,"Transfers In From",100,"Newton ISD (176902)",-9999999
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",100,"Transfers In From",200,"","."
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",100,"Transfers In From",300,"","."
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",200,"Transfers Out To",100,"Jasper ISD (121904)",11
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",7
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",200,"Transfers Out To",100,"West Sabine ISD (202905)",-9999999
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",200,"Transfers Out To",200,"","."
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",200,"Transfers Out To",200,"Total Transfers Out",-9999999
"2011-12",05,"Region V Beaumont","Burkeville ISD (176901)",200,"Transfers Out To",300,"","."

