"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",100,"Transfers In From",100,"Eden CISD (048901)",8
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",100,"Transfers In From",100,"Grape Creek ISD (226907)",-9999999
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",100,"Transfers In From",100,"Miles ISD (200902)",-9999999
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",100,"Transfers In From",100,"Paint Rock ISD (048903)",-9999999
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",100,"Transfers In From",100,"Robert Lee ISD (041902)",-9999999
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",100,"Transfers In From",100,"San Angelo ISD (226903)",90
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",100,"Transfers In From",100,"Veribest ISD (226908)",9
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",100,"Transfers In From",200,"","."
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",100,"Transfers In From",200,"Total Transfers In",115
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",100,"Transfers In From",300,"","."
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",100,"Ballinger ISD (200901)",-9999999
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",100,"Christoval ISD (226901)",6
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",100,"Grape Creek ISD (226907)",-9999999
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",100,"Miles ISD (200902)",5
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",100,"Paint Rock ISD (048903)",-9999999
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",100,"San Angelo ISD (226903)",8
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",100,"Texas Leadership (226801)",6
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",100,"Veribest ISD (226908)",8
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",200,"","."
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",200,"Total Transfers Out",39
"2014-15",15,"Region XV San Angelo","Wall ISD (226906)",200,"Transfers Out To",300,"","."

