T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","REPORT_DISTNAME_NUMBER_PROPCASE","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND_PROP","TRANSFERS_IN_OUT"
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grapevine-Colleyville ISD (220906)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",12
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harmony Science Acad (Waco) (161807)",10
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Idea Public Schools (108807)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Kauffman Leadership Academy (126801)",12
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Keene ISD (126906)",52
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Keller ISD (220907)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Kennedale ISD (220914)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lake Granbury Academy Charter Scho (111801)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Mansfield ISD (220908)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Rio Vista ISD (126907)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texarkana ISD (019907)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texas School Of The Arts (220814)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"Walnut Springs ISD (018905)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",100,"White Settlement ISD (220920)",-999
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",200,,
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",308
"2019-2020",11,"Region XI Fort Worth","Joshua ISD (126905)","Traditional ISD/CSD",200,"Transfers Out To",300,,

 -999 indicates counts or percentages are not available (i.e. masked) to comply with the Family Educational Rights and Privacy Act (FERPA).

Masked numbers are typically small although larger numbers may be masked to prevent imputation.

The REPORT_NUMBER column and the LINE_GROUP_NUMBER column are added to assist sorting and filtering of rows in the file.

